Year,Predicted RainFall Daily (mm),Value
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,25.2
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,25.8
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,3.0
2020,5.913416369697998,0.0
2020,5.913416369697998,1.8
2020,5.913416369697998,4.3
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,8.4
2020,5.913416369697998,0.0
2020,5.913416369697998,22.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,2.4
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,29.8
2020,5.913416369697998,0.0
2020,5.913416369697998,9.6
2020,5.913416369697998,0.0
2020,5.913416369697998,0.9
2020,5.913416369697998,0.0
2020,5.913416369697998,0.8
2020,5.913416369697998,34.6
2020,5.913416369697998,8.6
2020,5.913416369697998,30.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.3
2020,5.913416369697998,25.4
2020,5.913416369697998,5.0
2020,5.913416369697998,9.4
2020,5.913416369697998,4.2
2020,5.913416369697998,10.2
2020,5.913416369697998,2.6
2020,5.913416369697998,6.6
2020,5.913416369697998,8.6
2020,5.913416369697998,7.6
2020,5.913416369697998,5.8
2020,5.913416369697998,3.0
2020,5.913416369697998,0.4
2020,5.913416369697998,5.2
2020,5.913416369697998,1.2
2020,5.913416369697998,0.0
2020,5.913416369697998,14.6
2020,5.913416369697998,0.0
2020,5.913416369697998,4.8
2020,5.913416369697998,1.2
2020,5.913416369697998,3.2
2020,5.913416369697998,13.3
2020,5.913416369697998,0.0
2020,5.913416369697998,1.2
2020,5.913416369697998,19.2
2020,5.913416369697998,44.2
2020,5.913416369697998,19.4
2020,5.913416369697998,44.4
2020,5.913416369697998,73.6
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,59.0
2020,5.913416369697998,4.6
2020,5.913416369697998,4.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,10.6
2020,5.913416369697998,36.9
2020,5.913416369697998,62.2
2020,5.913416369697998,7.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.6
2020,5.913416369697998,78.1
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,2.2
2020,5.913416369697998,0.0
2020,5.913416369697998,4.1
2020,5.913416369697998,3.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,18.4
2020,5.913416369697998,10.3
2020,5.913416369697998,33.2
2020,5.913416369697998,10.2
2020,5.913416369697998,25.6
2020,5.913416369697998,78.8
2020,5.913416369697998,72.4
2020,5.913416369697998,29.4
2020,5.913416369697998,142.3
2020,5.913416369697998,127.9
2020,5.913416369697998,17.0
2020,5.913416369697998,17.2
2020,5.913416369697998,3.2
2020,5.913416369697998,31.0
2020,5.913416369697998,1.6
2020,5.913416369697998,51.4
2020,5.913416369697998,12.2
2020,5.913416369697998,1.8
2020,5.913416369697998,9.8
2020,5.913416369697998,9.0
2020,5.913416369697998,20.4
2020,5.913416369697998,0.0
2020,5.913416369697998,0.9
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,2.7
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,18.6
2020,5.913416369697998,17.2
2020,5.913416369697998,4.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,24.5
2020,5.913416369697998,13.0
2020,5.913416369697998,0.3
2020,5.913416369697998,64.2
2020,5.913416369697998,10.2
2020,5.913416369697998,25.6
2020,5.913416369697998,22.4
2020,5.913416369697998,8.2
2020,5.913416369697998,9.1
